client_id,Loan Type,Loan Amount,Type of city,Gender,Age,Marital Status,Qualification,Employment,Loan Entity,No. of Loans,Debt,Loan Term,Annual_Income,Defaulting Payment Status,Monthly EMI,Payment_History_Monthly,Intrest Rate (Anual),Debt (Approx Anual Debt Amount),Debt to Income Ratio,Assets,credit_score,Segment
109179,3,2292683,1,0,44,0,4,1,1,0,2,18,22221123,0,127371.3,63685.6,29.75,14216187,0.639760064,3,3.8656764859860844,Low
101974,2,354309,1,0,33,2,0,2,3,1,2,48,7649970,0,7381.4,7381.4,8.42,5681141,0.742635727,3,4.032756979864564,Low
105233,2,226174,1,0,52,1,5,1,2,1,0,18,4645374,0,12565.2,12565.2,19.02,0,0.0,3,3.586744136193445,Low
105826,4,7506614,1,0,36,1,3,1,1,0,1,3,62442762,0,2502204.7,2502204.7,26.89,17650089,0.282660286,1,4.615426351433608,Excellent
105065,0,167249,2,1,44,1,4,1,2,1,2,60,2086689,0,2787.5,2787.5,13.56,1138110,0.54541428,1,6.051791773780013,Excellent
108618,0,67033,4,1,45,1,2,1,3,2,2,36,796279,0,1862.0,931.0,9.49,417682,0.524542173,0,7.604100713913392,Good
105880,2,694430,1,1,35,0,3,2,2,0,3,36,15644928,0,19289.7,19289.7,16.41,18753621,1.198702906,3,7.014093508865327,Good
104793,0,297777,3,1,27,1,3,2,1,0,2,18,4692721,0,16543.2,8271.6,21.08,3346367,0.713097392,1,5.855839837742492,Excellent
104648,4,2055839,1,0,32,0,4,2,0,2,1,12,23641341,0,171319.9,171319.9,10.72,8938808,0.378100711,0,2.4841656214125054,Low
108660,2,522268,1,1,47,1,4,1,3,0,2,48,7033158,0,10880.6,10880.6,13.7,4638649,0.65954001,1,7.846623044555319,Good
102892,0,268849,1,1,36,0,3,2,3,0,2,36,5698705,0,7468.0,3734.0,9.75,3597608,0.631302752,3,6.451497889049289,Excellent
105658,2,727427,1,1,23,0,3,1,2,1,2,24,6101755,0,30309.5,30309.5,12.66,4261544,0.698412842,3,6.823919256373479,Good
110369,2,20028,2,1,22,0,5,2,3,1,3,24,220007,0,834.5,834.5,7.6,325606,1.479977189,4,7.897108299414012,Good
105424,3,831317,2,1,47,0,5,2,1,3,0,60,3434994,0,13855.3,13855.3,23.09,0,0.0,3,7.36439179488857,Good
108345,2,46027,4,1,24,1,3,1,2,0,2,60,673476,0,767.1,767.1,14.23,395126,0.586696383,0,8.042004740850038,Good
106868,0,278946,2,1,24,2,0,0,0,2,0,18,6771518,0,15497.0,15497.0,15.63,0,0.0,3,4.2013925728050125,Low
104844,2,219971,2,1,50,0,0,2,1,0,1,48,2037306,1,4582.7,4582.7,15.36,660718,0.324309588,0,6.3434204514104575,Excellent
103096,0,155212,2,0,43,0,4,2,3,1,0,18,3659617,0,8622.9,8622.9,13.68,0,0.0,5,3.5052861979359324,Low
104667,2,507546,1,1,35,0,0,2,1,0,2,48,10307846,0,10573.9,10573.9,28.27,7766985,0.753502214,3,6.629169523923566,Excellent
109896,0,60719,3,1,33,2,1,2,2,1,3,12,1215516,0,5059.9,5059.9,14.29,1373343,1.129843194,1,6.475517787969479,Excellent
108399,3,1583813,1,1,40,0,1,0,2,2,0,48,29809017,0,32996.1,16498.1,14.29,0,0.0,3,7.546821501307695,Good
109851,2,106322,2,1,53,0,3,2,3,0,2,36,2045288,0,2953.4,2953.4,9.76,1181739,0.577785994,3,8.012856152440811,Good
104138,3,552671,1,1,28,0,2,1,2,0,0,12,5023738,0,46055.9,46055.9,13.09,0,0.0,3,7.424557142125656,Good
102897,0,233425,1,0,27,1,1,2,2,1,2,36,4895898,0,6484.0,6484.0,17.11,3743616,0.7646434,3,2.3114985308813667,Low
103797,4,3647687,1,0,52,0,0,1,2,1,2,18,88893533,0,202649.3,202649.3,17.12,70093557,0.788511322,1,4.86892309260489,Excellent
111006,4,4215446,1,1,32,0,4,0,0,0,2,18,14777546,1,234191.4,117095.7,11.53,10424248,0.705411286,5,6.186433583961707,Excellent
103651,1,126875,4,1,27,0,5,2,3,2,0,24,513260,1,5286.5,5286.5,9.88,0,0.0,0,8.216518950317035,Good
104894,1,341145,4,0,43,0,0,2,2,1,3,72,436178,0,4738.1,3790.5,11.65,576744,1.322266284,0,3.804853091618935,Low
108837,0,253657,3,0,28,1,0,2,0,0,2,60,4528097,0,4227.6,4227.6,15.0,2979270,0.657951952,1,1.02677178962112,Low
106821,0,88201,4,0,42,0,3,2,2,3,3,60,241744,0,1470.0,1470.0,12.64,336181,1.390650144,0,3.251751385001944,Low
105247,0,218004,3,1,41,2,4,1,2,0,2,60,2948500,0,3633.4,3633.4,16.58,2328247,0.789637739,2,6.602110722838105,Excellent
111131,1,358335,1,1,29,0,4,2,3,2,3,24,6273557,0,14930.6,11944.5,13.26,7475587,1.191602544,0,7.225507019040549,Good
111227,2,691645,1,1,48,1,3,1,3,0,1,24,10562224,0,28818.5,28818.5,9.28,2290474,0.216855284,1,7.630163096025779,Good
108463,2,608779,1,1,45,0,4,2,2,0,3,60,9481184,1,10146.3,10146.3,17.04,14095458,1.486676986,3,7.041320421155248,Good
107741,2,428164,1,1,48,0,1,1,2,1,3,6,10308006,0,71360.7,71360.7,16.36,12917254,1.253128348,3,6.9958354533623845,Good
109657,3,1035261,1,1,44,0,0,2,2,1,1,72,8522097,0,14378.6,14378.6,14.67,1445985,0.169674779,5,7.533952294136723,Good
109383,0,118612,2,1,31,0,3,1,1,1,3,36,1884385,0,3294.8,3294.8,26.98,2714528,1.44053788,3,5.7549391775430205,Excellent
107102,3,1907194,1,0,34,2,4,1,1,0,2,36,30591165,0,52977.6,52977.6,25.89,16256091,0.53139823,3,3.645196850953899,Low
105111,1,472417,1,0,42,0,3,1,3,0,2,18,3600044,0,26245.4,26245.4,12.0,2359585,0.655432213,3,3.6342193937269194,Low
105268,0,151838,3,1,41,0,5,1,2,1,0,18,1255632,1,8435.4,4217.7,16.37,0,0.0,3,6.587451528273416,Excellent
104302,2,237345,1,0,32,1,4,1,2,2,0,36,4457266,0,6592.9,6592.9,12.19,0,0.0,4,3.237489137613514,Low
103234,0,54559,4,1,22,1,3,2,0,1,2,24,466636,0,2273.3,2273.3,15.53,339533,0.727617983,0,4.968255185720734,Excellent
111166,3,974446,2,0,42,1,0,2,1,0,1,24,6400634,0,40601.9,32481.5,20.31,2891148,0.45169711,4,3.6969440878770365,Low
104366,3,1806981,1,1,49,2,0,1,2,1,0,18,44465019,0,100387.8,50193.9,18.24,0,0.0,0,7.762343129663181,Good
103425,2,346423,1,1,33,0,4,2,1,1,1,36,1118087,0,9622.9,9622.9,24.73,148512,0.132826861,3,6.438310525820304,Excellent
103758,1,27188,4,1,31,0,0,2,1,0,2,36,231305,0,755.2,755.2,19.73,162717,0.703472429,0,6.752242386749905,Good
107631,3,626173,1,1,41,0,0,1,3,1,2,24,13260372,1,26090.5,26090.5,13.32,9844208,0.742377969,3,8.42219028427255,Good
103391,3,2104185,1,0,30,0,5,1,3,1,2,3,12347241,0,701395.0,701395.0,7.66,8483474,0.687074456,3,4.6858866161064805,Excellent
105407,1,22522,4,1,35,0,4,2,3,0,2,24,161538,0,938.4,938.4,11.18,93178,0.576816108,0,8.276968713128733,Good
106940,3,2211000,1,1,42,1,1,1,3,1,1,18,10820273,0,122833.3,122833.3,11.58,4027901,0.372255023,3,8.426472907693114,Good
106688,2,511599,1,1,56,0,4,1,3,1,0,12,7697556,1,42633.2,42633.2,12.04,0,0.0,2,7.76094923343971,Good
101644,1,163299,4,1,28,1,0,0,1,3,1,36,173709,0,4536.1,3628.9,23.75,80295,0.462237929,0,6.966218207507902,Good
102000,3,424693,2,1,34,1,1,2,1,1,3,36,9350374,0,11797.0,5898.5,17.79,13693631,1.46450088,4,7.06889238170771,Good
107897,3,1705032,1,0,36,1,3,1,2,1,2,36,17066768,0,47362.0,47362.0,16.1,12177338,0.713511667,3,4.113236382494972,Low
102409,4,684865,1,0,35,1,4,2,1,0,2,36,8925343,0,19024.0,19024.0,25.79,5070344,0.568083933,3,4.156927104197966,Low
108641,0,175555,3,0,34,1,0,2,3,1,2,36,1223419,0,4876.5,4876.5,12.95,692719,0.566215643,3,3.8616929143471697,Low
102076,0,135970,3,0,45,0,1,2,2,0,0,12,273163,0,11330.8,11330.8,17.44,0,0.0,1,3.107873519752462,Low
109848,2,971979,1,1,52,1,1,1,3,0,2,18,23420959,0,53998.8,53998.8,7.51,14269251,0.609251344,3,7.556008498282037,Good
104955,4,7024153,1,0,31,0,5,1,0,0,1,3,155497110,0,2341384.3,2341384.3,13.49,27318411,0.175684365,3,2.9189614911093646,Low
109602,4,4497208,1,1,41,1,3,2,0,1,1,72,34320984,1,62461.2,62461.2,14.12,6661111,0.194082753,4,6.335734031334069,Excellent
105029,2,737657,2,0,24,1,2,1,2,1,1,18,2496838,1,40980.9,40980.9,19.72,470946,0.188616942,4,4.045365252325508,Low
103115,0,53606,4,1,26,0,0,0,3,2,0,48,632760,0,1116.8,1116.8,7.92,0,0.0,0,7.522875184305311,Good
105785,3,1565373,1,0,25,2,3,1,3,1,1,48,22252247,0,32611.9,32611.9,8.99,3124710,0.140422221,3,4.722261842027427,Excellent
103007,2,725525,1,0,52,0,3,1,2,1,0,48,10658669,1,15115.1,7557.6,18.06,0,0.0,3,3.5669984564584185,Low
104162,1,477582,1,0,33,2,4,2,2,0,2,24,10984693,0,19899.2,19899.2,15.95,7235649,0.658702898,1,2.8553728267066374,Low
102204,0,186212,2,0,26,0,1,1,0,1,1,36,3193856,1,5172.6,5172.6,11.86,674457,0.211173233,3,0.4693211379557491,Low
106197,2,797105,1,0,34,0,5,1,3,0,2,18,12585245,0,44283.6,44283.6,11.79,10047312,0.798340601,3,4.231511273981509,Low
111174,3,1332262,1,0,31,0,2,2,1,1,1,12,4065199,0,111021.8,111021.8,19.29,1088391,0.267733789,1,3.2731742247090914,Low
103028,0,127915,2,1,44,0,1,1,3,0,0,24,1738766,0,5329.8,5329.8,8.28,0,0.0,0,6.760485707773149,Good
103343,3,2454198,1,1,46,1,1,2,1,2,2,60,35021883,0,40903.3,40903.3,16.56,24191410,0.69075126,3,6.732910413540956,Good
103339,0,36794,1,1,31,0,2,1,3,1,2,36,593027,0,1022.1,1022.1,11.13,465514,0.784979121,3,6.508518127442321,Excellent
105430,3,844938,1,1,42,1,5,1,2,1,0,48,4106462,0,17602.9,17602.9,12.72,0,0.0,3,7.4228305878031495,Good
104435,3,1082640,1,1,48,0,3,1,2,0,2,60,26047866,0,18044.0,18044.0,16.55,19239370,0.738615978,0,7.633061178005298,Good
106748,3,2391722,1,1,29,0,2,2,1,1,0,36,35245466,0,66436.7,66436.7,25.93,0,0.0,0,7.209269864386552,Good
105654,1,458352,2,1,33,1,0,1,0,1,0,24,5039270,0,19098.0,19098.0,14.93,0,0.0,1,4.7650164279572085,Excellent
103531,1,457054,1,0,32,1,0,1,3,0,2,60,7737503,0,7617.6,7617.6,10.32,5757223,0.74406728,1,3.547244232868837,Low
109094,1,217093,2,0,40,1,2,2,1,0,1,18,971181,0,12060.7,6030.4,17.54,461186,0.474871314,1,2.332565449741892,Low
102339,4,9352668,1,1,36,2,3,2,2,0,0,3,107256708,0,3117556.0,3117556.0,11.8,0,0.0,3,8.46614071083186,Good
104358,0,71902,3,1,45,1,3,2,1,1,2,6,1316038,0,11983.7,11983.7,20.29,992309,0.754012261,5,5.802051275504566,Excellent
106448,0,57886,3,1,32,1,1,1,1,0,2,36,1364514,0,1607.9,1607.9,25.05,1047730,0.767841174,1,6.045088631868999,Excellent
109232,2,910042,1,1,28,0,0,2,2,0,2,60,10665799,0,15167.4,15167.4,19.06,8250469,0.773544422,3,7.162568304258712,Good
106211,3,2453790,1,0,45,0,1,2,1,0,0,36,39584664,0,68160.8,68160.8,29.07,0,0.0,5,3.840336135747984,Low
110765,4,2028341,1,1,34,1,5,2,2,1,2,24,23004826,0,84514.2,84514.2,12.47,14911027,0.648169515,0,8.06869470882581,Good
105050,3,207080,2,1,48,1,2,2,2,0,0,36,2810747,0,5752.2,5752.2,11.49,0,0.0,0,7.714820226980381,Good
104893,4,4555472,1,0,37,1,1,0,2,2,2,36,59542317,0,126540.9,126540.9,18.57,32630570,0.54802318,3,4.996723480886593,Excellent
102702,3,2292890,1,0,48,1,1,2,2,0,2,48,40616094,0,47768.5,47768.5,16.89,30440101,0.749459094,2,4.188363954502026,Low
104458,2,670766,1,1,48,1,0,1,2,0,1,24,11190216,1,27948.6,27948.6,14.17,4888387,0.436844733,3,6.897939165738011,Good
106121,0,135576,2,0,34,0,2,2,1,1,3,24,161196,0,5649.0,2824.5,16.69,208014,1.290444989,1,1.6953028145898388,Low
110650,4,3016075,1,1,33,0,4,2,2,2,2,3,9046649,0,1005358.3,502679.2,13.77,6639700,0.733940267,3,8.193523337942656,Good
106169,3,2458747,1,1,31,0,5,2,2,2,1,36,47339186,1,68298.5,68298.5,10.1,22028938,0.465342559,3,7.3837376814730815,Good
111308,1,198027,4,1,31,0,2,0,2,0,0,48,965477,0,4125.6,3300.4,18.81,0,0.0,0,7.696696948149628,Good
108883,4,6082151,1,1,36,1,0,1,3,0,0,36,118417931,0,168948.6,168948.6,12.34,0,0.0,1,9.282524772376759,Good
107527,0,135040,2,1,24,1,3,2,3,1,2,24,2777869,0,5626.7,5626.7,10.69,1833084,0.659888453,5,6.884374486161805,Good
107634,1,140672,2,1,43,0,3,1,3,0,0,24,3296519,0,5861.3,5861.3,10.78,0,0.0,1,7.4782274714370995,Good
105180,1,96646,2,0,32,1,0,2,2,1,1,36,1984521,0,2684.6,1342.3,11.37,618089,0.311455069,0,2.9908814011992666,Low
106287,0,172779,3,0,31,0,4,1,1,1,0,24,2385011,0,7199.1,7199.1,28.64,0,0.0,1,2.7023232856143213,Low
108769,1,50603,4,1,35,0,4,0,2,1,0,36,307154,0,1405.6,1405.6,12.43,0,0.0,0,7.361147057586036,Good
106626,1,101338,3,1,25,0,2,2,1,2,0,60,414252,0,1689.0,844.5,16.63,0,0.0,1,6.205188078095692,Excellent
103045,2,112909,2,0,23,1,2,2,3,0,3,24,2481244,1,4704.5,4704.5,12.68,3604115,1.452543581,1,4.629380794795593,Excellent
107461,3,1422163,1,1,45,1,3,1,1,1,2,6,14745081,1,237027.2,237027.2,24.96,9780205,0.663285943,3,7.102419167493384,Good
111175,0,30604,4,0,36,0,3,1,3,1,2,60,68956,0,510.1,510.1,8.04,51411,0.745557619,0,3.9942063671981693,Low
102188,4,6679254,1,1,47,0,0,2,3,1,2,18,62365457,0,371069.7,371069.7,7.03,46728292,0.749265604,1,9.04568305768602,Good
111064,2,151337,3,1,57,1,0,1,1,1,0,72,3306516,0,2101.9,2101.9,26.67,0,0.0,3,7.3114134148445284,Good
106141,0,61831,2,1,45,2,0,1,3,3,3,60,896129,0,1030.5,1030.5,13.16,1039000,1.159431353,3,7.006601461386027,Good
104219,1,8657,4,1,24,1,3,2,3,2,0,24,141928,0,360.7,360.7,11.58,0,0.0,0,8.296644106915261,Good
106983,3,2466931,1,1,47,1,2,1,0,1,0,36,17471737,0,68525.9,68525.9,15.09,0,0.0,3,5.676833357854086,Excellent
106070,3,546083,2,1,38,0,2,1,1,1,1,18,801495,0,30337.9,15169.0,25.01,399953,0.499009025,1,7.445942313551073,Good
102264,0,155196,2,1,31,0,4,2,2,1,2,6,3569916,0,25866.0,25866.0,19.82,2684323,0.751928984,3,6.371792623938962,Excellent
109539,0,279667,2,1,31,2,1,0,3,2,0,36,777375,0,7768.5,7768.5,13.84,0,0.0,1,7.054280618637004,Good
106424,1,36375,1,1,26,0,3,2,3,0,2,24,908753,0,1515.6,1515.6,12.95,654450,0.720162864,2,7.190645504132767,Good
107415,3,1936750,1,1,35,1,2,0,3,1,1,72,42338768,0,26899.3,26899.3,11.56,10772837,0.254443801,3,8.409281148408404,Good
104372,4,9345375,1,1,40,0,1,2,3,1,2,36,35331175,0,259593.8,259593.8,7.55,19431110,0.549970668,3,9.229492276726683,Good
109761,4,3925517,1,1,47,1,1,1,1,1,2,48,98075319,1,81781.6,40890.8,26.99,59066607,0.602257605,1,7.942903425066086,Good
106136,1,121708,2,1,35,0,5,0,1,0,3,12,2482107,1,10142.3,10142.3,25.8,2593194,1.044755307,1,6.283578215895068,Excellent
105021,1,465395,1,1,24,0,4,1,1,1,2,48,9939292,0,9695.7,9695.7,27.68,7552618,0.759874827,3,6.007547807528008,Excellent
102519,0,234625,1,0,24,1,0,1,1,1,2,6,4793947,1,39104.2,39104.2,29.32,3497102,0.729482894,3,1.9555933032374915,Low
108177,2,516990,1,1,44,0,5,1,1,0,3,36,12042555,0,14360.8,14360.8,29.92,13487864,1.120016829,3,6.714258802414842,Good
105711,1,57924,3,0,42,0,4,2,1,1,2,60,1109822,0,965.4,965.4,16.53,622472,0.560875561,5,2.664044960374653,Low
110551,3,1921132,1,1,37,0,0,2,1,1,2,24,26190003,0,80047.2,80047.2,15.13,15056210,0.57488386,1,6.6282244631573075,Excellent
111391,4,7577365,2,1,48,0,0,1,1,2,0,18,7586904,0,420964.7,336771.8,25.89,0,0.0,0,8.494432699691705,Good
106230,2,243960,2,1,29,1,1,1,2,0,0,24,1879530,0,10165.0,10165.0,18.84,0,0.0,4,7.504638297963528,Good
105277,4,4381893,1,0,55,1,3,2,0,0,0,60,67506739,0,73031.6,73031.6,13.42,0,0.0,3,2.759613217697401,Low
107956,1,184798,3,1,43,1,3,1,2,0,2,48,1569312,0,3850.0,3850.0,10.6,981148,0.625209098,2,6.882696869185897,Good
110787,1,399346,1,1,36,1,1,2,2,3,1,36,4329613,1,11092.9,11092.9,17.99,1279368,0.295492429,3,6.488734427458799,Excellent
107711,0,88052,1,1,35,0,2,1,2,2,1,36,316087,1,2445.9,1956.7,11.86,42107,0.133213151,3,5.567422201445203,Excellent
109730,4,5598165,1,1,35,2,1,1,2,1,0,60,137263792,1,93302.8,46651.4,14.82,0,0.0,3,8.399531783818281,Good
104716,2,494143,3,1,52,0,0,1,2,0,1,18,1857829,0,27452.4,27452.4,13.71,242568,0.13056527,5,7.649174015380548,Good
101973,3,630251,3,1,27,0,2,1,3,1,1,60,1709680,0,10504.2,10504.2,10.46,409746,0.239662397,4,9.061121074794688,Good
102922,3,2403888,1,1,47,0,1,2,3,1,2,48,36124955,1,50081.0,50081.0,8.09,24896967,0.689190259,3,8.25904455997209,Good
107319,0,59049,4,1,39,1,2,0,1,2,1,24,939895,0,2460.4,2460.4,25.09,350953,0.373395832,0,6.439813205510061,Excellent
109680,2,641642,1,1,33,2,5,1,2,0,1,24,8718023,0,26735.1,26735.1,14.09,3237867,0.371399215,3,6.892123748968682,Good
106930,4,4097845,1,0,53,2,0,2,0,3,1,60,38838413,0,68297.4,54637.9,12.3,11989353,0.308698326,1,2.6854888287690812,Low
108870,3,1052386,1,0,31,0,0,2,1,0,0,48,24397704,1,21924.7,10962.4,17.66,0,0.0,1,3.173167533195904,Low
110167,1,382042,1,1,29,1,0,1,3,0,1,72,3531116,0,5306.1,5306.1,11.34,1705433,0.482972779,3,7.128539402868247,Good
106225,0,110729,2,0,24,0,2,2,0,2,0,36,936400,0,3075.8,3075.8,13.96,0,0.0,0,0.572458275840284,Low
103858,4,3511243,1,0,40,1,3,2,3,1,0,3,83160826,0,1170414.3,585207.2,7.56,0,0.0,3,5.352620045963307,Excellent
107389,2,928547,1,1,58,0,3,1,1,2,1,18,20648182,0,51585.9,51585.9,27.35,8317064,0.402798852,0,6.6068543614463575,Excellent
104994,2,837564,1,1,41,0,2,1,1,2,0,48,10421662,0,17449.2,8724.6,28.3,0,0.0,5,6.650161142546399,Excellent
102466,0,17988,4,0,39,1,1,0,2,1,2,36,130534,0,499.7,499.7,19.89,84339,0.646105232,0,3.6190432162415953,Low
103491,0,112104,4,1,39,2,1,2,1,0,1,18,460488,0,6228.0,6228.0,20.18,131842,0.286309248,0,6.191392432832079,Excellent
108375,3,810152,1,1,29,2,1,1,1,1,2,3,16346774,0,270050.7,270050.7,24.11,10822383,0.662050067,3,7.02279385769512,Good
106601,3,1223243,1,0,34,2,3,1,1,1,2,18,22541686,0,67957.9,67957.9,16.82,13582801,0.602563681,0,3.1402048525429995,Low
101941,2,432513,1,1,26,0,0,1,1,2,1,12,1528908,0,36042.8,36042.8,21.3,702519,0.459490723,1,6.267660313952614,Excellent
106422,2,396129,1,0,55,1,4,1,1,1,1,60,7435347,1,6602.2,6602.2,27.88,2283842,0.307160096,3,3.0691603719551974,Low
102456,4,9390002,1,0,35,0,2,1,2,2,2,60,211678411,0,156500.0,156500.0,17.21,146884318,0.69390316,3,5.212045203743503,Excellent
106598,4,1413919,2,0,28,0,1,1,2,2,1,60,3308387,0,23565.3,18852.3,15.15,619169,0.187151322,5,5.028921775180063,Excellent
104861,1,165068,1,1,40,1,2,1,3,1,0,6,1791744,0,27511.3,27511.3,12.88,0,0.0,3,7.194645766803415,Good
103010,2,782116,3,1,35,0,5,2,3,1,2,12,8447467,0,65176.3,65176.3,12.81,4899690,0.580018852,0,8.601558299287325,Good
109523,4,630963,1,1,53,0,0,1,1,1,2,12,12901703,0,52580.2,52580.2,28.63,10055900,0.779424215,3,7.8327086814205105,Good
106997,2,580063,3,1,27,1,0,1,3,1,2,18,2235855,0,32225.7,32225.7,8.41,1153579,0.515945379,4,8.36422707440897,Good
110273,3,792773,2,1,31,1,2,1,2,3,3,6,3673561,0,132128.8,132128.8,12.29,4299983,1.17052165,3,7.790332490063635,Good
101891,0,52978,2,1,43,1,3,1,3,1,2,72,539989,0,735.8,735.8,13.83,350296,0.648709156,1,7.04040491350295,Good
105929,3,442521,2,1,28,0,1,1,2,2,1,60,9488657,0,7375.4,7375.4,15.07,2215122,0.233449474,0,7.912109568143868,Good
104582,4,9279231,1,1,29,0,5,2,3,1,2,6,229009769,0,1546538.5,1546538.5,11.54,139751306,0.61024168,3,9.430008147214043,Good
108900,1,8042,4,1,37,1,3,1,1,1,3,12,113450,1,670.2,335.1,28.59,170076,1.499133219,0,7.205027911217636,Good
108396,3,726645,2,0,50,2,4,1,1,1,2,18,3478863,0,40369.2,32295.3,23.15,2346476,0.674495075,5,3.8278345950569204,Low
109287,1,144376,1,0,25,1,1,2,1,1,3,48,3272636,0,3007.8,3007.8,17.24,4121477,1.259375339,3,1.9203024647923408,Low
102803,1,31239,4,0,23,0,4,1,2,1,0,48,152884,0,650.8,650.8,13.85,0,0.0,0,3.899294106129614,Low
109922,0,252416,2,1,44,0,1,1,1,0,0,36,2480511,0,7011.6,7011.6,22.76,0,0.0,3,5.546628559576577,Excellent
103004,3,898129,1,0,44,0,1,1,0,0,0,60,16864805,0,14968.8,14968.8,12.85,0,0.0,3,1.9361319878534722,Low
110091,1,82097,4,0,34,1,5,0,2,1,2,3,199655,0,27365.7,27365.7,19.94,125163,0.626896997,0,4.214294164764671,Low
103677,0,244791,2,1,24,2,0,0,3,0,1,18,3092713,0,13599.5,13599.5,8.62,1270717,0.410874467,2,6.784794412959117,Good
102065,2,233372,3,1,40,2,5,1,1,1,2,18,2514387,1,12965.1,12965.1,26.43,1802320,0.716802997,0,7.303953759564372,Good
105448,0,100501,2,1,42,0,2,1,3,2,1,6,2380759,1,16750.2,16750.2,7.22,851601,0.35770146,3,6.7045638834652985,Good
105535,2,31992,2,1,30,0,5,1,2,3,2,36,451342,0,888.7,710.9,13.65,249339,0.552439465,3,7.2262494196184885,Good
108912,1,73317,3,1,32,1,2,1,1,1,2,18,1635210,0,4073.2,4073.2,16.46,875881,0.535638258,4,6.1948268170571374,Excellent
102670,1,195372,4,1,24,0,3,1,2,0,0,24,611360,0,8140.5,8140.5,15.68,0,0.0,0,7.53618474596098,Good
102641,2,792967,1,0,31,0,0,1,3,1,0,36,11408027,1,22026.9,17621.5,9.0,0,0.0,1,4.0883304773341935,Low
107908,0,284860,1,1,30,0,2,1,2,1,1,36,5015299,1,7912.8,6330.2,16.23,1487074,0.296507573,5,5.802907276465142,Excellent
103121,3,823080,1,1,30,0,3,1,1,0,1,18,3807465,0,45726.7,45726.7,23.82,1597969,0.419693734,1,7.008698730920308,Good
111617,3,2355432,1,0,31,0,4,2,3,0,2,24,50308220,1,98143.0,98143.0,10.6,26208569,0.52095997,1,4.85131934213955,Excellent
106237,2,714039,1,1,42,1,0,0,1,0,2,24,15779800,0,29751.6,29751.6,27.68,12138981,0.769273453,3,6.611115558878319,Excellent
104598,1,75677,3,0,35,1,2,1,1,1,2,60,1306842,0,1261.3,1261.3,21.6,986557,0.754916673,5,2.9248369824746345,Low
109107,1,37997,2,1,32,1,2,2,1,0,0,24,512478,0,1583.2,1583.2,26.3,0,0.0,3,6.304259351342214,Excellent
103206,3,1564300,1,0,42,1,0,1,2,0,0,6,27622826,0,260716.7,260716.7,14.27,0,0.0,1,4.011185902891119,Low
102417,3,2136136,1,1,31,0,2,1,3,2,1,36,16756505,0,59337.1,47469.7,13.7,3056175,0.182387373,1,8.5306711728102,Good
108354,3,277903,3,1,31,0,4,2,2,2,0,18,1016301,0,15439.1,7719.5,11.6,0,0.0,3,8.117237508628245,Good
107433,0,43476,4,1,34,0,1,1,2,0,0,24,619499,0,1811.5,1811.5,17.35,0,0.0,0,7.023877507886057,Good
102668,1,165913,2,0,37,0,2,2,1,0,0,24,2087321,1,6913.0,6913.0,15.97,0,0.0,3,2.249114369111211,Low
105484,0,65724,4,0,33,0,5,1,1,1,1,6,738452,0,10954.0,10954.0,17.39,195424,0.264640141,0,2.512260793181928,Low
109549,0,36879,4,1,23,1,0,1,1,0,2,72,204165,0,512.2,512.2,22.94,105868,0.518541507,0,6.328357800604922,Excellent
107155,2,59554,4,0,60,1,3,2,2,1,2,36,331505,0,1654.3,827.1,14.53,170345,0.513853528,0,4.524711052507567,Excellent
105332,0,213847,1,1,40,1,3,1,2,0,0,18,5270453,0,11880.4,11880.4,19.6,0,0.0,3,5.971372371170885,Excellent
102307,0,40114,1,1,31,0,4,1,3,0,2,36,932601,0,1114.3,1114.3,7.01,582788,0.624905722,1,6.297638622288234,Excellent
103601,2,712591,1,0,31,1,3,2,0,0,0,24,5040161,0,29691.3,29691.3,13.58,0,0.0,1,1.373683604892114,Low
111052,0,212122,4,1,27,1,3,1,1,0,1,24,517249,0,8838.4,8838.4,19.77,119344,0.230728199,0,6.176283466537042,Excellent
109346,1,141454,2,1,41,0,0,1,2,2,2,24,1243640,0,5893.9,2947.0,14.85,922472,0.741751455,0,6.705270347158673,Good
111583,2,233383,1,0,33,2,2,2,2,2,1,36,4967388,0,6482.9,5186.3,15.55,1038429,0.209049297,3,3.4093945910047263,Low
103657,4,7472519,1,0,28,0,4,1,3,2,2,18,47538998,0,415139.9,207570.0,10.78,34909080,0.73432511,2,5.751105046502031,Excellent
104774,3,1773988,1,0,50,0,0,2,3,1,3,36,43672332,0,49277.4,49277.4,13.72,50338293,1.152635801,1,4.9768864091889125,Excellent
106646,4,6267502,1,0,31,0,0,0,2,1,0,48,36904841,0,130573.0,130573.0,19.87,0,0.0,1,5.164249583143723,Excellent
101939,0,45952,3,1,34,0,4,1,1,0,2,18,661355,0,2552.9,2552.9,22.57,440383,0.665880065,3,5.917330131974392,Excellent
104720,3,1026824,1,0,43,0,3,1,3,1,0,36,25480275,0,28522.9,14261.4,9.82,0,0.0,5,4.733036647100493,Excellent
103309,0,115180,3,1,26,0,2,2,3,2,1,72,474815,1,1599.7,1599.7,12.06,209723,0.441693833,3,7.345998107365567,Good
103069,4,3734197,1,0,50,1,5,1,2,0,0,48,21441413,0,77795.8,77795.8,15.19,0,0.0,3,4.775145414204647,Excellent
103910,0,142619,3,1,45,1,4,2,3,1,2,36,2163701,0,3961.6,3961.6,12.15,1188172,0.549138697,2,7.352226511359503,Good
